申请时间,用户ID,认证年,认证月,认证日,身份证是否存在,是否认证,是否电话认证,认证间隔时间,银行卡数量,储蓄卡比例,信用卡比例,性别,年龄,订单总额,均值,标准差,预留不同电话数量,贷款次数
2016/12/19 14:32,A774509836074914150,2016,7,26,1,1,0,146.0,1,0.0,1.0,1,42,3075.0,768.75,1353.25321,4,3
2017/3/10 9:58,A904760795459331532,2017,7,18,1,1,0,-130.0,1,1.0,0.0,0,62,2.0,1.0,0.0,5,2
2017/4/9 16:25,A950833625044377546,2017,8,9,0,1,1,-122.0,4,0.55555555,0.44444444,1,65,14388.7,899.29375,2101.3892,2,2
2016/5/6 14:17,A963732970560943571,2015,9,17,1,1,1,232.0,3,0.33333333,0.66666666,0,26,31128.14,536.692069,1259.53771,3,3
2017/3/19 17:14,A216741784020400537,2016,12,2,0,1,1,107.0,1,1.0,0.0,1,58,20219.2,1838.10909,2861.87099,1,1
2016/5/13 17:46,A374809422561911884,2016,4,7,1,1,0,36.0,1,0.5,0.5,0,48,99.8,33.2666666,5.74485276,4,1
2017/4/28 15:11,A330354924580843930,2014,6,7,1,1,1,1056.0,5,0.16666666,0.83333333,1,61,44103.15,245.0175,530.423022,2,4
2016/12/28 7:52,A655673340246815093,2017,7,12,1,1,0,-196.0,1,0.5,0.5,1,56,35557.6,826.92093,1433.54915,4,2
2017/3/12 17:28,A706172379092486417,2016,4,18,1,1,1,328.0,1,1.0,0.0,0,51,3572.0,1190.66666,1486.2114,1,3
2017/3/21 20:00,A627250266847010453,2016,11,2,0,1,1,139.0,2,0.5,0.5,1,58,4656.2,517.355555,837.111634,4,3
2016/12/9 23:15,A654804103300624778,2016,7,18,1,1,1,144.0,1,1.0,0.0,1,36,173.0,57.6666666,18.4752086,1,5
2017/3/5 19:18,A469970679936748577,2017,1,29,0,1,1,35.0,1,0.0,1.0,1,38,99.6,49.8,4.24264068,4,5
2016/4/30 19:45,A109214585433333848,2016,2,16,1,1,1,74.0,2,0.5,0.5,1,60,1576.0,197.0,288.946856,2,5
2017/3/9 13:52,A649597810514139350,2016,8,14,1,1,1,207.0,2,0.5,0.5,0,51,425.9,212.95,2.75771644,5,1
2017/3/31 8:45,A969081956584750138,2017,8,12,0,1,0,-134.0,3,0.66666666,0.33333333,0,54,97271.12,675.493888,1347.47137,2,3
2016/11/23 19:26,A644546481171002141,2017,3,26,1,1,1,-123.0,3,0.66666666,0.33333333,0,29,44592.0,14864.0,7877.73285,1,5
2017/3/4 21:52,A956224796132021369,2017,7,13,1,1,1,-131.0,1,1.0,0.0,0,36,14974.49,90.7544848,64.8418718,3,5
2016/5/17 9:17,A554002858420373747,2016,11,12,0,1,0,-179.0,2,1.0,0.0,0,39,336.5,84.125,23.5597644,1,3
2017/3/28 18:00,A436947960289542618,2017,2,7,0,1,1,49.0,1,1.0,0.0,1,35,11485.0,3828.33333,3222.58907,5,5
2017/3/19 20:07,A815540064879516674,2017,1,20,1,1,1,58.0,1,1.0,0.0,1,26,5279.9,754.271428,1026.53318,5,5
2017/3/21 17:06,A693231469208085636,2017,6,17,1,1,1,-88.0,3,0.25,0.75,0,51,55154.57,510.690463,1069.87493,1,5
2017/2/21 15:11,A135387608455097879,2016,5,25,1,1,0,272.0,1,0.5,0.5,0,49,4164.6,462.733333,1028.3474,5,1
2017/1/4 11:50,A888425107888481423,2017,2,14,0,1,1,-41.0,2,0.33333333,0.66666666,1,49,198.0,99.0,0.0,3,2
2016/5/9 9:47,A266162184681684479,2016,4,26,1,1,1,13.0,1,1.0,0.0,1,26,2796.0,1398.0,0.0,5,2
2017/2/26 13:18,A833002370417684717,2017,1,9,0,1,1,48.0,2,0.5,0.5,1,46,1068.0,534.0,657.609306,2,3
2017/4/2 3:06,A906542184069996224,2017,2,21,0,1,0,40.0,2,0.66666666,0.33333333,1,57,8741.0,1092.625,661.418591,1,1
2017/4/18 13:40,A236446749736662466,2016,10,14,1,1,0,186.0,2,1.0,0.0,1,54,14275.0,892.1875,597.457721,5,3
2016/4/14 10:07,A387851469271410040,2016,6,11,0,1,1,-58.0,2,0.66666666,0.33333333,0,37,1394.0,116.166666,61.3985983,2,2
2016/10/5 21:24,A710568564700255153,2016,1,7,1,1,0,272.0,2,0.5,0.5,1,33,73916.48,762.025567,1385.75985,2,1
2017/3/8 15:42,A384086108905924179,2016,7,23,1,1,1,228.0,1,1.0,0.0,1,49,17100.29,438.468974,800.880531,5,5
2016/8/25 12:00,A767025189423695782,2017,9,14,0,1,1,-385.0,3,0.75,0.25,0,62,14572.48,242.874666,650.121259,1,3
2016/9/10 9:24,A617351760448192380,2016,3,28,0,1,1,166.0,4,0.5,0.5,1,57,57691.14,1311.16227,2296.41198,1,3
2017/3/31 12:56,A529474540526735036,2017,8,12,1,1,1,-134.0,2,1.0,0.0,1,33,3801.5,543.071428,810.631463,2,5
2017/2/2 0:16,A547479751340732163,2016,10,19,1,1,1,106.0,1,1.0,0.0,1,35,618.0,123.6,60.7889792,4,4
2017/4/9 11:46,A217388491000940753,2017,3,17,1,1,0,23.0,2,0.5,0.5,0,62,958.0,5.87730061,33.8372599,1,2
2017/3/7 12:05,A290013253023840062,2015,9,25,0,1,1,529.0,3,0.33333333,0.66666666,1,32,142770.6,1720.12771,1789.81549,3,4
2017/3/25 17:51,A213092607160118919,2017,7,9,0,1,0,-106.0,2,1.0,0.0,1,39,691.2,138.24,110.210766,1,5
2017/3/26 14:56,A908084644265719116,2017,7,18,0,1,1,-114.0,2,1.0,0.0,0,31,85.29,28.43,23.8280863,4,4
2017/2/26 9:40,A577075413666464308,2016,5,30,0,1,1,272.0,4,0.6,0.4,0,54,53863.1,262.746829,723.277624,3,1
2017/2/10 2:07,A914580674059902678,2016,3,20,1,1,1,327.0,5,0.6,0.4,1,37,12751.35,135.652659,240.546463,4,3
2016/4/9 19:37,A948935643105349775,2016,9,28,0,1,0,-172.0,1,1.0,0.0,1,51,148.9,74.45,34.7189429,2,4
2017/4/16 15:36,A723851995688642350,2017,1,11,0,1,0,95.0,2,0.5,0.5,1,60,6179.7,686.633333,1134.45732,5,2
2016/12/15 12:58,A680113601260577156,2016,8,31,1,1,0,106.0,2,0.5,0.5,0,64,4556.53,68.0079104,66.2681369,3,1
2017/3/4 10:26,A567222425774997977,2015,9,23,1,1,0,528.0,5,0.4,0.6,0,60,16296.5,626.788461,743.992946,2,5
2017/2/28 23:30,A833659103328550842,2017,9,26,0,1,1,-210.0,1,1.0,0.0,0,41,637.5,159.375,94.0827428,5,3
2017/4/20 21:42,A772775806154735107,2017,6,6,0,1,0,-47.0,5,0.27272727,0.72727272,1,61,13339.74,144.997173,201.042759,1,2
2017/3/25 14:20,A612822840000509684,2017,3,25,0,1,1,0.0,2,0.5,0.5,1,29,3004.8,231.138461,165.948177,1,1
2017/1/10 14:49,A932217932041052538,2015,1,6,0,1,1,735.0,7,0.5,0.5,0,34,36070.1,949.213157,1564.85196,3,3
2016/8/11 14:43,A111615006302956896,2017,6,19,0,1,0,-312.0,7,0.25,0.75,1,47,17693.9,1965.98888,1886.26695,5,3
2017/2/17 22:35,A580192899341390259,2015,9,17,1,1,1,519.0,3,0.33333333,0.66666666,1,51,22034.94,524.641428,1235.34185,4,3
2016/7/24 14:08,A158018585998486555,2017,6,9,1,1,1,-320.0,6,0.28571428,0.71428571,0,35,179876.34,499.6565,1026.89518,3,2
2017/3/4 2:19,A621362811828726384,2016,11,16,0,1,0,108.0,3,0.25,0.75,0,53,19129.84,2125.53777,2502.61027,5,2
2017/4/21 20:57,A304837273889260043,2017,6,19,1,1,1,-59.0,2,1.0,0.0,1,59,574.0,95.6666666,61.0660844,2,4
2017/4/18 19:48,A418866751309525582,2016,9,13,0,1,0,217.0,1,1.0,0.0,1,27,5600.0,1400.0,1615.42605,5,3
2016/12/16 17:22,A503459878710128283,2015,7,4,1,1,1,531.0,1,1.0,0.0,1,28,52074.04,1335.23179,1832.39255,2,4
2017/1/11 19:23,A971211409605388718,2016,6,1,1,1,1,224.0,1,1.0,0.0,1,56,2467.0,1233.5,1648.2659,5,3
2017/3/5 13:15,A966160564925398524,2016,8,23,1,1,1,194.0,2,1.0,0.0,0,44,2128.0,1064.0,1322.28968,5,5
2017/3/26 10:50,A862799996528135148,2016,12,30,1,1,0,86.0,1,1.0,0.0,0,35,1028.7,257.175,428.609809,2,2
2017/4/24 11:56,A633316299190868679,2017,8,10,1,1,1,-108.0,3,0.5,0.5,0,31,22425.01,139.285776,452.136413,3,3
2017/4/27 21:31,A628082229173623168,2016,8,21,0,1,0,249.0,2,0.0,1.0,0,56,1009.5,144.214285,125.906002,5,1
2016/5/19 14:31,A607942309612963033,2016,4,1,0,1,0,48.0,2,1.0,0.0,0,58,7367.4,409.3,698.189763,2,5
2017/4/8 20:50,A774929093855384506,2014,6,3,0,1,0,1040.0,4,0.4,0.6,1,36,130715.34,208.477416,380.970489,5,2
2016/10/16 12:53,A726550412419573867,2016,9,29,0,1,1,17.0,2,0.5,0.5,1,53,228.0,114.0,21.2132034,3,1
2017/3/4 18:38,A866554719219907120,2015,9,17,0,1,0,534.0,3,0.66666666,0.33333333,0,61,252.9,50.58,30.1468406,4,1
2016/5/22 9:16,A276398055365872044,2017,6,16,1,1,0,-390.0,3,0.66666666,0.33333333,0,52,6169.08,771.135,1987.21387,4,5
2016/7/4 15:25,A271816137710457160,2015,3,31,0,1,1,461.0,8,0.36363636,0.63636363,0,46,135194.1,441.810784,1198.50716,3,2
2017/1/8 13:29,A828690322517040222,2016,6,2,0,1,0,220.0,1,1.0,0.0,1,41,11400.5,285.0125,424.4797,1,4
2017/3/21 17:06,A615771254440569041,2017,6,17,0,1,0,-88.0,3,0.25,0.75,1,61,55154.57,510.690463,1069.87493,4,3
2017/3/31 0:54,A709317411263270101,2017,8,16,1,1,1,-138.0,2,1.0,0.0,1,48,13125.4,820.3375,1046.14105,4,3
2016/4/24 10:16,A919383597784657825,2016,4,16,1,1,0,8.0,3,0.4,0.6,1,49,2849.24,94.9746666,110.111885,1,5
2017/4/21 13:01,A886247581757493758,2017,9,13,0,1,1,-145.0,2,0.5,0.5,0,37,22568.87,210.924018,588.475324,5,4
2016/6/26 0:38,A240770500432513277,2016,7,26,0,1,0,-30.0,2,1.0,0.0,0,40,12345.9,617.295,748.08871,3,5
2017/3/23 14:21,A573968442086605465,2016,3,18,1,1,1,370.0,1,0.5,0.5,1,50,23931.95,531.821111,1292.55641,4,3
2017/3/6 12:34,A289657711015122626,2015,8,5,1,1,1,579.0,2,1.0,0.0,0,63,5224.5,261.225,415.987495,4,2
2017/3/20 21:38,A212236150782112204,2016,12,27,0,1,0,83.0,2,0.5,0.5,1,40,8480.04,385.456363,537.405062,4,5
2017/3/29 15:30,A727413863588223781,2017,5,15,1,1,1,-47.0,2,1.0,0.0,0,33,648.6,92.6571428,82.2420585,3,2
2017/3/13 16:50,A261119396332723460,2016,11,1,0,1,0,132.0,4,0.5,0.5,1,47,27446.47,403.624558,781.824705,5,3
2017/3/19 0:32,A246343025366799590,2017,6,17,0,1,1,-90.0,2,0.5,0.5,0,54,53745.95,351.280719,843.162932,1,3
2016/5/21 10:15,A494214883475997572,2016,8,11,1,1,0,-82.0,1,1.0,0.0,0,61,118.0,59.0,0.0,1,2
2017/2/6 12:55,A747302499956287373,2016,8,21,1,1,1,169.0,2,1.0,0.0,1,40,768.0,384.0,445.477272,2,2
2017/2/26 1:12,A849687880364800218,2017,1,29,1,1,1,28.0,1,1.0,0.0,1,57,4919.2,96.4549019,80.7841502,5,3
2016/12/28 11:12,A673221131338450115,2016,8,20,1,1,1,130.0,1,1.0,0.0,0,27,822.0,274.0,304.840942,4,5
2016/4/7 22:37,A881058067132300061,2015,7,10,1,1,0,272.0,2,0.33333333,0.66666666,0,45,28302.45,943.415,1422.25224,3,4
2017/3/28 18:49,A702866440036406535,2016,1,18,0,1,0,435.0,4,0.5,0.5,0,34,2108.24,210.824,180.728439,5,1
2017/1/6 12:03,A418895328468037888,2015,12,19,1,1,1,384.0,5,0.4,0.6,0,38,23556.0,461.882352,996.635981,3,4
2017/3/15 7:59,A915040074257966524,2016,11,22,1,1,1,113.0,2,0.33333333,0.66666666,1,48,701.9,233.966666,175.267804,5,5
2017/3/15 12:26,A944184538083141071,2017,2,9,1,1,1,34.0,2,0.5,0.5,1,60,2197.0,549.25,299.5,2,5
2017/3/4 16:30,A880404013610491833,2016,12,1,1,1,0,93.0,2,0.5,0.5,1,59,1118.98,559.49,762.982359,1,1
2017/1/17 23:40,A230107113420521757,2016,7,11,1,1,1,190.0,2,0.66666666,0.33333333,1,36,538.0,269.0,42.4264068,3,2
2016/12/27 9:38,A820453027006423612,2016,11,20,0,1,1,37.0,1,1.0,0.0,0,33,421.0,105.25,64.2929493,1,1
2017/4/1 15:30,A109875415079737042,2016,12,2,0,1,1,120.0,2,0.5,0.5,0,41,438.8,146.266666,166.911962,3,2
2017/4/18 14:21,A659059411599280118,2017,6,27,0,1,1,-70.0,3,0.5,0.5,0,59,42641.19,852.8238,1522.34571,1,2
2017/3/5 9:43,A953768429414626095,2016,1,23,0,1,0,407.0,1,0.5,0.5,1,29,5332.4,533.24,1196.34189,1,2
2017/4/11 12:12,A170275898376818669,2016,11,3,1,1,1,159.0,3,0.66666666,0.33333333,1,31,1799.2,149.933333,128.135257,2,2
2016/8/27 1:50,A276679662678049303,2016,8,10,0,1,1,17.0,1,1.0,0.0,0,39,3583.4,447.925,694.85039,2,4
2017/4/25 14:33,A799385185474343334,2016,3,8,0,1,1,413.0,2,0.66666666,0.33333333,0,32,10499.0,1749.83333,1368.02842,3,5
2017/4/1 19:54,A976972058587329608,2017,7,3,0,1,0,-93.0,2,0.5,0.5,0,58,8253.0,95.9651162,91.7138462,3,3
2017/3/17 14:39,A410338456364702404,2017,8,11,0,1,1,-147.0,4,0.66666666,0.33333333,0,48,100340.33,504.222763,865.585041,4,1
2017/2/4 13:39,A818698575189812334,2016,7,6,0,1,1,213.0,1,1.0,0.0,1,53,629.0,125.8,40.0274905,2,1
2016/11/25 18:54,A342902536850869093,2016,3,28,0,1,0,242.0,2,1.0,0.0,0,43,22075.8,551.895,1042.14776,4,4
2017/4/27 20:50,A827089486358302324,2017,9,26,0,1,0,-152.0,6,0.0,1.0,1,54,5332.2,161.581818,154.763118,5,1
2017/4/6 21:59,A934910553670386227,2015,5,14,0,1,0,693.0,5,0.33333333,0.66666666,1,33,26095.58,815.486875,1623.08104,3,2
2016/11/6 15:13,A946199835756799676,2016,3,20,0,1,1,231.0,2,0.66666666,0.33333333,1,29,27075.9,615.361363,1200.6345,5,2
2017/4/26 0:04,A383404586756510870,2017,8,5,0,1,1,-101.0,2,0.6,0.4,0,55,879.4,109.925,83.4254286,5,2
2017/3/21 13:41,A633952602957005786,2017,7,25,1,1,1,-126.0,1,1.0,0.0,1,57,2413.0,482.6,325.121977,5,5
2017/3/4 20:06,A693700867869442231,2015,9,19,0,1,0,532.0,2,0.5,0.5,0,34,156.4,78.2,58.5484414,3,4
2017/4/5 8:41,A919917928679771458,2015,12,5,1,1,0,487.0,2,0.5,0.5,0,44,20257.41,337.6235,984.563692,3,2
2017/3/5 22:49,A642591717627264089,2016,12,24,0,1,0,71.0,4,0.5,0.5,0,56,13966.18,349.1545,904.796481,1,2
2016/5/2 9:09,A152789713193100999,2017,8,9,1,1,1,-464.0,4,0.83333333,0.16666666,0,53,3646.0,130.214285,58.225842,4,5
2017/3/27 17:19,A350510650431134040,2016,6,19,0,1,1,281.0,3,1.0,0.0,0,35,18902.2,994.852631,1118.23096,5,5
2016/5/29 12:59,A566538549442329445,2016,4,4,1,1,1,55.0,1,1.0,0.0,0,35,5987.0,2993.5,432.042243,5,1
2017/4/24 20:30,A206813197101956842,2017,8,13,0,1,0,-111.0,2,0.5,0.5,0,53,20304.99,483.452142,1371.44472,4,4
2017/4/7 18:32,A789233901287665986,2017,6,5,0,1,1,-59.0,6,0.66666666,0.33333333,1,35,36776.11,602.887049,968.949268,4,4
2017/4/10 17:21,A368860348331357717,2017,7,6,1,1,1,-87.0,3,0.5,0.5,1,28,1743.9,145.325,247.522219,5,2
2017/4/1 17:43,A626326457288127666,2015,11,29,0,1,1,489.0,4,0.75,0.25,0,46,26916.12,358.8816,751.609232,3,5
2017/4/28 22:56,A810023216005048300,2016,7,2,0,1,1,300.0,2,1.0,0.0,0,37,60515.86,334.341768,993.511488,1,2
2017/3/5 16:27,A999218415112158742,2017,7,18,1,1,1,-135.0,4,0.5,0.5,1,47,6104.94,290.711428,837.788992,3,2
2017/4/25 19:30,A825305793216651369,2016,5,29,0,1,0,331.0,1,1.0,0.0,1,45,12414.0,886.714285,1429.68288,1,1
2017/1/20 2:36,A632457833741884651,2016,6,22,1,1,1,212.0,2,1.0,0.0,0,62,2469.9,411.65,448.219248,3,2
2017/3/24 17:21,A917243960550471090,2017,3,12,0,1,0,12.0,1,1.0,0.0,1,51,262.8,52.56,30.0077156,5,4
2017/3/29 21:01,A119566695630443102,2017,3,29,0,1,0,0.0,1,0.5,0.5,1,36,784.0,392.0,434.163563,3,5
2017/4/3 10:44,A101070364136514417,2016,6,17,1,1,1,290.0,5,0.85714285,0.14285714,0,50,22903.98,424.147777,952.294522,3,2
2017/3/24 21:56,A193318576846423390,2015,12,17,0,1,0,463.0,3,0.66666666,0.33333333,1,25,4217.9,843.58,814.097157,1,1
2017/3/6 11:04,A469300890143190202,2016,3,18,1,1,1,353.0,1,1.0,0.0,1,32,1533.3,219.042857,388.706765,5,4
2017/3/3 13:26,A565055148053868307,2016,12,29,1,1,1,64.0,1,0.5,0.5,0,37,43677.5,474.755434,1245.7155,2,2
2017/4/6 4:16,A908501479623889997,2016,3,17,1,1,0,385.0,3,0.2,0.8,0,39,21871.0,994.136363,1485.1757,2,1
2017/3/5 9:17,A413156687478588125,2016,6,3,0,1,0,275.0,1,0.0,1.0,0,31,12128.15,2021.35833,2814.80808,1,3
2017/4/19 13:05,A728867558222675694,2017,9,26,0,1,0,-160.0,3,0.5,0.5,1,59,24852.25,125.516414,228.424576,4,5
2017/3/18 18:44,A438764838495653003,2017,7,1,0,1,0,-105.0,5,0.33333333,0.66666666,0,47,28891.74,214.012888,528.948629,5,1
2017/3/4 13:05,A699904863780635872,2016,8,24,0,1,1,192.0,3,0.66666666,0.33333333,0,37,22588.11,594.423947,814.089358,5,5
2017/3/7 10:39,A951606794146735090,2016,11,1,0,1,0,126.0,3,0.66666666,0.33333333,0,65,14884.88,201.147027,640.727482,4,5
2016/11/29 11:09,A672851316788499966,2016,8,7,1,1,0,114.0,2,0.5,0.5,1,36,246.8,82.2666666,62.9889143,4,1
2016/12/9 23:15,A107683822456230178,2016,7,18,0,1,0,144.0,1,1.0,0.0,1,40,173.0,57.6666666,18.4752086,2,1
2016/7/8 8:10,A162936963333712698,2015,11,20,1,1,0,231.0,3,0.75,0.25,1,26,25376.8,362.525714,858.406948,3,5
2016/12/15 11:12,A471003194032921876,2016,8,22,0,1,0,115.0,2,1.0,0.0,1,45,7886.0,1971.5,1022.26464,5,3
2017/2/19 15:31,A160577217237555797,2014,12,16,1,1,1,796.0,1,0.0,1.0,1,46,227.0,113.5,92.6309883,2,5
2017/3/4 21:02,A742974006457795534,2016,9,11,1,1,1,174.0,1,1.0,0.0,1,34,2236.5,186.375,201.583644,5,4
2017/2/17 14:28,A390483911289691786,2015,3,25,1,1,1,695.0,7,0.22222222,0.77777777,0,51,1909.9,212.211111,154.427332,3,4
2017/4/17 10:28,A416676042921984035,2017,6,29,0,1,0,-73.0,2,1.0,0.0,1,39,9024.51,410.205,1303.25754,3,5
2017/4/20 22:18,A528093954589566276,2016,12,12,0,1,1,129.0,1,1.0,0.0,0,59,1018.9,509.45,706.470385,2,3
2017/3/5 5:09,A398609379197778309,2017,6,26,1,1,0,-113.0,2,0.5,0.5,1,43,248.9,124.45,21.9910208,2,2
2017/3/31 11:56,A323641441961092230,2016,6,20,1,1,0,284.0,1,1.0,0.0,0,51,74.0,37.0,1.41421356,1,4
2016/12/11 12:38,A427896129891186800,2016,12,1,1,1,0,10.0,2,1.0,0.0,1,50,339.0,67.8,44.8519787,3,3
2017/3/10 22:31,A751776291293747718,2016,11,7,0,1,0,123.0,2,1.0,0.0,1,45,354.4,14.176,22.2545366,4,3
2017/3/13 22:51,A306367879803805539,2015,7,3,1,1,0,619.0,3,0.33333333,0.66666666,1,33,21416.35,446.173958,1148.51286,1,4
2017/2/25 11:15,A144321054688186526,2015,3,1,0,1,1,727.0,5,0.28571428,0.71428571,1,51,140925.3,317.399324,729.742592,2,2
2017/3/6 14:55,A528992758902904336,2016,9,3,1,1,1,184.0,2,1.0,0.0,0,48,12431.9,1130.17272,2291.02269,5,4
2016/12/2 14:19,A177958174473036159,2016,12,20,0,1,1,-18.0,1,1.0,0.0,1,30,20105.5,529.092105,1073.51988,1,3
2016/7/15 10:14,A204224815611757355,2016,5,26,1,1,1,50.0,3,0.5,0.5,1,41,9924.1,708.864285,1653.17287,1,2
2017/4/21 16:00,A486365671208044009,2016,12,5,1,1,0,137.0,1,1.0,0.0,0,46,449.14,29.9426666,52.4023979,2,3
2017/3/5 15:16,A455116623757157301,2016,9,12,1,1,1,174.0,2,0.5,0.5,0,31,2057.0,102.85,50.9626023,3,2
2017/3/14 17:12,A792661822717842817,2017,8,20,0,1,0,-159.0,2,0.5,0.5,0,26,14281.85,510.066071,938.487076,1,4
2017/3/21 19:22,A468888721314106296,2016,10,6,0,1,0,166.0,1,1.0,0.0,1,31,748.9,374.45,458.983011,1,2
2017/3/6 20:53,A175815363923551018,2015,8,7,0,1,0,577.0,2,0.66666666,0.33333333,1,42,12741.37,227.524464,768.004711,5,3
2017/4/17 2:24,A824747821917398658,2015,12,19,1,1,0,485.0,6,0.25,0.75,0,34,58200.85,421.745289,1080.28914,3,2
2017/3/6 13:02,A292184101312096322,2015,4,5,0,1,1,701.0,3,0.66666666,0.33333333,0,48,3592.0,1197.33333,1573.37482,4,3
2017/4/1 23:54,A901885049639376250,2017,2,9,1,1,0,51.0,2,1.0,0.0,0,50,32357.0,4044.625,2687.39257,2,4
2017/2/23 2:57,A775748932408299886,2015,9,11,1,1,0,531.0,3,0.66666666,0.33333333,0,33,52562.15,322.467177,854.622777,2,1
2016/8/3 12:08,A447087236285339398,2015,6,4,1,1,1,426.0,2,1.0,0.0,1,25,13326.0,1480.66666,1367.06473,4,1
2017/4/29 20:42,A731314861982775293,2016,9,22,0,1,0,219.0,3,0.33333333,0.66666666,0,27,23612.3,562.197619,1480.15479,2,3
2017/4/10 7:38,A959821103765773255,2014,9,18,0,1,1,935.0,4,0.6,0.4,0,45,98865.96,1544.78062,2763.19248,2,2
2016/10/2 12:00,A669273587398276370,2016,10,13,0,1,1,-11.0,1,1.0,0.0,0,35,16121.0,2303.0,3266.27693,1,3
2017/1/4 14:19,A421897413446546490,2017,1,7,0,1,1,-3.0,1,1.0,0.0,0,44,4862.5,374.038461,889.899537,4,3
2017/3/16 1:56,A848949903933531610,2016,1,25,0,1,0,416.0,3,0.66666666,0.33333333,1,64,2304.0,768.0,1125.87743,4,3
2017/2/21 7:45,A328214013590652829,2016,6,4,1,1,1,262.0,1,1.0,0.0,1,33,2946.0,736.5,1068.88056,3,2
2017/3/4 18:55,A738460239906152093,2016,4,6,1,1,1,332.0,2,1.0,0.0,0,62,21307.4,373.814035,928.249034,4,3
2017/3/20 18:58,A455742663143331905,2016,10,8,0,1,0,163.0,1,1.0,0.0,0,28,17323.95,339.685294,1076.75712,2,3
2017/4/27 21:58,A700450916394432158,2016,8,22,1,1,1,248.0,2,1.0,0.0,1,25,2.0,1.0,0.0,4,1
2017/4/6 10:41,A403650768336307953,2016,7,29,1,1,1,251.0,6,0.33333333,0.66666666,0,52,49410.15,374.319318,792.102854,2,2
2017/4/25 19:30,A604482288107031102,2016,5,29,0,1,0,331.0,1,1.0,0.0,0,43,12414.0,886.714285,1429.68288,5,3
2017/4/9 16:07,A442189696941218462,2017,6,13,1,1,1,-65.0,1,1.0,0.0,1,45,643.5,58.5,62.8890133,1,3
2017/3/12 1:55,A827690583278583917,2016,5,25,1,1,0,291.0,1,1.0,0.0,1,63,5098.0,2549.0,3181.98051,3,4
2017/3/15 12:30,A893068976458825132,2017,8,12,1,1,0,-150.0,2,0.5,0.5,0,31,21192.0,1926.54545,1750.17715,5,1
2017/3/5 21:19,A253827763952364960,2016,6,22,0,1,1,256.0,3,0.33333333,0.66666666,1,39,12450.8,1037.56666,1982.44215,2,4
2017/4/15 7:16,A331400603437544888,2015,4,23,1,1,0,723.0,3,1.0,0.0,0,54,43707.36,285.669019,430.65984,1,1
2017/1/13 7:19,A334556517489475668,2016,12,4,1,1,0,40.0,2,1.0,0.0,1,49,1963.8,140.271428,136.396026,1,3
2017/4/20 22:18,A321509967525586434,2016,12,12,0,1,1,129.0,1,1.0,0.0,1,38,1018.9,509.45,706.470385,5,4
2017/1/12 6:44,A835235641572730320,2016,8,14,1,1,1,151.0,3,0.33333333,0.66666666,1,57,4212.62,234.034444,645.26921,3,3
2017/4/19 18:08,A638100681098578323,2017,7,18,0,1,0,-90.0,1,1.0,0.0,0,65,81.0,27.0,10.5830052,1,4
2016/8/26 1:53,A853185158141872101,2016,6,20,1,1,0,67.0,1,1.0,0.0,0,29,2.0,1.0,0.0,2,2
2017/4/21 13:01,A453283812640702428,2017,9,13,0,1,1,-145.0,2,0.5,0.5,1,39,22568.87,210.924018,588.475324,3,1
2017/1/4 14:19,A469955759535095631,2017,1,7,0,1,1,-3.0,1,1.0,0.0,0,36,4862.5,374.038461,889.899537,2,2
2016/5/17 17:52,A882550463083627555,2016,8,20,0,1,0,-95.0,1,1.0,0.0,1,51,469.9,78.3166666,45.3365378,3,3
2017/4/13 11:14,A106046640348712604,2016,6,19,1,1,0,298.0,1,1.0,0.0,1,56,517.0,258.5,198.697005,2,1
2017/4/11 12:12,A345898536749752569,2016,11,3,0,1,1,159.0,3,0.66666666,0.33333333,0,63,1799.2,149.933333,128.135257,4,5
2017/3/4 21:30,A893830504370547658,2016,10,28,1,1,1,127.0,3,0.33333333,0.66666666,0,34,2408.9,401.483333,929.59858,3,5
2017/3/11 8:34,A737302253519268002,2016,9,16,1,1,1,176.0,1,1.0,0.0,1,42,317.0,158.5,106.773124,2,4
2017/1/12 13:28,A976290556056690798,2016,10,17,1,1,0,87.0,2,0.5,0.5,1,25,967.9,138.271428,185.557311,2,5
2017/3/7 22:26,A830527007518784830,2016,10,5,1,1,0,153.0,6,0.16666666,0.83333333,0,36,11896.6,699.8,1213.79439,2,3
2017/3/25 12:59,A177272979426482118,2017,9,17,1,1,0,-176.0,1,1.0,0.0,0,48,6018.9,668.766666,1882.38919,2,5
2016/5/18 17:45,A604743273294810770,2016,12,29,1,1,0,-225.0,1,0.5,0.5,1,56,118.0,39.3333333,7.50555349,3,5
2017/4/18 12:41,A833222067702836154,2017,3,17,0,1,0,32.0,1,1.0,0.0,1,28,661.6,20.0484848,38.6043644,4,3
2017/3/7 10:39,A854136646968295144,2016,11,1,0,1,1,126.0,3,0.66666666,0.33333333,1,27,14884.88,201.147027,640.727482,4,4
2017/4/10 12:53,A266529745549521599,2017,1,5,0,1,1,95.0,2,1.0,0.0,0,48,3774.94,377.494,389.316078,1,3
2016/6/3 16:50,A151193078327551238,2017,8,13,1,1,0,-436.0,4,0.75,0.25,0,62,396.2,132.066666,99.9874658,4,4
2016/12/29 19:48,A356076999570534954,2016,10,2,1,1,1,88.0,3,0.33333333,0.66666666,1,49,6309.86,137.170869,374.645136,3,1
2017/4/28 18:17,A361159244045875715,2015,10,18,1,1,0,558.0,6,0.33333333,0.66666666,1,31,31395.9,174.421666,346.756487,5,3
