用户ID,认证间隔时间,银行卡数量,储蓄卡比例,信用卡比例,性别,年龄,订单总额,均值,标准差,预留不同电话数量,贷款次数,数据来源标识,审核标识
A897733153517016142,148.0,1,1.0,0.0,1.0,40,118.9,59.45,55.9321463,4.0,3,2,
A100672534721726112,540.0,3,0.25,0.75,1.0,42,15580.6,1038.70666,1474.39343,1.0,4,2,
A560560084128365337,146.0,1,1.0,0.0,1.0,37,31204.76,273.725964,794.477422,2.0,1,2,
A643098744382749415,-139.0,2,0.5,0.5,1.0,31,19961.65,998.0825,1841.34451,2.0,4,2,
A731443304669343162,54.0,1,1.0,0.0,0.0,57,1658.8,72.1217391,34.8489885,5.0,2,2,
A452573102322664317,-107.0,3,0.33333333,0.66666666,1.0,30,33424.7,576.287931,1248.80254,4.0,2,2,
A531635654491160921,90.0,2,1.0,0.0,1.0,59,5206.5,236.65909,211.697076,1.0,4,2,
A801583752545423452,1005.0,1,1.0,0.0,1.0,50,14596.56,256.08,590.78086,4.0,5,2,
A912223464108861922,49.0,1,1.0,0.0,0.0,40,4347.6,310.542857,222.709112,4.0,3,2,
A919238217450713300,-340.0,3,0.5,0.5,1.0,34,23660.9,1028.73478,1495.74442,5.0,2,2,
A206097235276093616,17.0,2,1.0,0.0,1.0,31,29674.8,1745.57647,2266.65137,3.0,5,2,
A281713698692511745,152.0,2,0.5,0.5,1.0,45,16214.8,2026.85,2657.51205,2.0,4,2,
A402004154919397069,-137.0,2,1.0,0.0,0.0,63,20001.68,298.532537,897.164482,5.0,3,2,
A815992486714281269,-44.0,3,0.5,0.5,0.0,41,4528.5,113.2125,114.254215,1.0,5,2,
A605199597795531584,48.0,2,0.5,0.5,0.0,29,115.6,38.5333333,2.19393102,2.0,4,2,
A139508412699985732,-67.0,3,0.66666666,0.33333333,1.0,53,79.9,39.95,42.3556961,3.0,5,2,
A300551278480903086,-25.0,2,0.5,0.5,1.0,50,75.0,37.5,16.2634559,5.0,1,2,
A544098755831472683,171.0,2,0.5,0.5,0.0,53,532.66,76.0942857,39.8566125,3.0,1,2,
A503628157379845397,-7.0,2,0.5,0.5,1.0,29,6368.0,909.714285,2156.10549,4.0,1,2,
A999190555227869524,59.0,2,0.5,0.5,0.0,59,6958.22,257.711851,306.476127,2.0,4,2,
A345092671980771814,435.0,3,0.5,0.5,1.0,46,47340.19,1029.13456,2020.60252,1.0,5,2,
A176655740200313713,220.0,2,0.5,0.5,1.0,64,552028.96,4488.04032,12708.5405,5.0,2,2,
A201462082563827809,288.0,4,0.75,0.25,0.0,33,18139.54,403.100888,790.85801,3.0,3,2,
A313045080493707044,259.0,3,1.0,0.0,1.0,38,5352.9,314.87647,462.329316,3.0,1,2,
A697821794978716343,336.0,3,0.6,0.4,0.0,53,46085.21,418.956454,887.668981,4.0,4,2,
A628464008087927499,542.0,3,0.33333333,0.66666666,0.0,57,19633.67,225.674367,434.658228,5.0,3,2,
A132682104125061375,62.0,3,1.0,0.0,1.0,40,5882.0,367.625,643.767154,4.0,1,2,
A536412451155933520,-146.0,1,1.0,0.0,1.0,41,7011.98,155.821777,130.154342,1.0,4,2,
A983730850936268093,626.0,4,0.4,0.6,0.0,27,38193.27,848.739333,1446.92296,1.0,4,2,
A711318668704206458,500.0,2,0.66666666,0.33333333,1.0,47,7264.4,726.44,870.145221,1.0,1,2,
A571825424905542733,-136.0,8,0.41666666,0.58333333,0.0,43,70904.83,545.421769,1211.73194,2.0,1,2,
A518332488647886046,-55.0,5,0.6,0.4,1.0,34,19289.62,118.341227,227.714301,3.0,1,2,
A183281086521852440,519.0,5,0.66666666,0.33333333,0.0,49,38245.74,411.244516,1071.38017,3.0,1,2,
A940706538173378716,-256.0,4,0.25,0.75,1.0,36,4631.1,421.00909,795.807706,5.0,4,2,
A140022106507435270,642.0,3,0.5,0.5,0.0,33,11084.8,1847.46666,2243.02976,5.0,4,2,
A747358089554414191,59.0,1,1.0,0.0,0.0,62,1715.8,214.475,147.925191,4.0,5,2,
A757179022286570932,-102.0,2,0.5,0.5,0.0,40,4536.0,907.2,1010.1726,5.0,5,2,
A580109724471435920,-133.0,5,0.2,0.8,1.0,46,6742.11,198.297352,464.655278,3.0,5,2,
A154446682844783020,-160.0,3,0.33333333,0.66666666,1.0,54,36037.44,48.3724026,204.586514,2.0,5,2,
A853134527982349186,401.0,2,0.5,0.5,0.0,64,624.0,124.8,61.7111416,4.0,3,2,
A790715390702969594,80.0,2,1.0,0.0,1.0,26,4452.8,445.28,1171.2577,1.0,1,2,
A434235790453084167,207.0,4,0.75,0.25,1.0,36,10085.0,1440.71428,1318.98619,3.0,1,2,
A583428995541635448,519.0,1,1.0,0.0,0.0,64,23844.4,335.836619,1076.60146,3.0,1,2,
A816106494170357115,102.0,1,1.0,0.0,1.0,36,3158.03,315.803,445.565123,3.0,5,2,
A175648504563132510,79.0,2,0.0,1.0,0.0,30,2498.88,83.296,109.150812,1.0,3,2,
A490775595170749250,395.0,1,1.0,0.0,0.0,53,50674.06,713.719154,1381.67794,2.0,2,2,
A273717090451580590,223.0,2,1.0,0.0,1.0,39,46.48,23.24,18.7524718,3.0,3,2,
A339688046924882540,125.0,1,1.0,0.0,0.0,32,1032.2,114.688888,113.074327,2.0,2,2,
A565389342932123939,238.0,1,1.0,0.0,1.0,46,2499.9,624.975,1116.41264,3.0,5,2,
A837928954814438228,-113.0,3,0.6,0.4,0.0,34,1217.98,608.99,832.98593,1.0,1,2,
A519602002252863405,190.0,2,0.5,0.5,0.0,54,4966.0,1655.33333,2636.13169,5.0,2,2,
A147441786031883640,-136.0,1,1.0,0.0,0.0,35,635.0,158.75,193.66014,4.0,5,2,
A727993457490617028,182.0,2,0.5,0.5,1.0,38,520.0,173.333333,168.586278,5.0,4,2,
A555698732335107042,-58.0,4,0.2,0.8,1.0,48,7716.08,179.44372,197.444941,4.0,4,2,
A230093940300970300,107.0,1,1.0,0.0,1.0,63,334.4,167.2,172.816897,2.0,1,2,
A225845152861292873,525.0,2,0.33333333,0.66666666,1.0,44,13237.9,105.062698,221.700871,1.0,2,2,
A150604951305627667,18.0,1,1.0,0.0,0.0,56,11220.7,260.946511,840.123734,2.0,5,2,
A451338896238314343,126.0,4,0.4,0.6,0.0,30,10111.4,361.121428,624.731022,3.0,1,2,
A370229112440494635,286.0,9,0.38461538,0.61538461,0.0,59,27906.18,498.324642,1132.01858,3.0,2,2,
A961006836434876637,-128.0,3,1.0,0.0,0.0,38,14065.71,124.475309,164.600316,1.0,3,2,
A694849783239719056,101.0,1,1.0,0.0,0.0,36,398.88,36.2618181,36.1162959,2.0,1,2,
A666593326429083227,-31.0,3,0.33333333,0.66666666,0.0,33,478.0,239.0,0.0,2.0,3,2,
A788722238502595871,-155.0,6,0.57142857,0.42857142,1.0,40,58550.59,338.442716,841.156254,1.0,3,2,
A134690121000752743,470.0,5,0.28571428,0.71428571,0.0,50,49918.94,324.148961,1003.12391,2.0,4,2,
A525834146532251843,130.0,2,0.5,0.5,0.0,56,143.9,47.9666666,27.6550778,3.0,2,2,
A389632861886234860,557.0,5,0.5,0.5,1.0,35,26064.95,407.264843,793.36695,2.0,3,2,
A789369619572118255,249.0,2,0.5,0.5,1.0,41,26806.1,609.229545,988.048573,4.0,1,2,
A377311885703462123,203.0,1,1.0,0.0,1.0,64,129.9,32.475,13.763569,1.0,4,2,
A906607160267904547,447.0,3,1.0,0.0,1.0,64,2533.3,168.886666,127.062542,1.0,3,2,
A717436661302223146,201.0,1,0.5,0.5,0.0,28,72700.9,1118.47538,1511.04562,1.0,2,2,
A613458240528534868,290.0,4,0.25,0.75,0.0,65,3191.0,319.1,409.045352,3.0,2,2,
A535755570206828817,-134.0,2,0.5,0.5,1.0,56,79.95,39.975,14.1067802,1.0,4,2,
A469952371912918104,33.0,2,0.5,0.5,1.0,44,2060.8,686.933333,1094.00425,4.0,4,2,
A652489556503683275,-120.0,3,0.66666666,0.33333333,1.0,47,6376.9,797.1125,1250.60871,4.0,1,2,
A212507734676376509,-99.0,2,1.0,0.0,0.0,28,616.96,308.48,434.898954,1.0,4,2,
A923778645812030395,-438.0,3,0.57142857,0.42857142,1.0,39,6633.0,829.125,649.38002,1.0,3,2,
A310794247834121334,483.0,2,0.5,0.5,1.0,28,23793.6,915.138461,1121.79732,1.0,1,2,
A458588643495691317,487.0,1,0.66666666,0.33333333,1.0,28,23898.1,995.754166,2011.72843,4.0,3,2,
A390539479490958744,-159.0,6,0.42857142,0.57142857,0.0,51,29900.35,695.356976,1126.7093,2.0,3,2,
A556354932814881244,311.0,4,0.4,0.6,0.0,64,5875.75,255.467391,473.729449,5.0,5,2,
A644178257855186338,37.0,2,0.5,0.5,1.0,61,6301.48,393.8425,998.972781,2.0,3,2,
A734052393981242563,314.0,5,0.57142857,0.42857142,1.0,34,144414.35,736.807908,5938.27761,3.0,3,2,
A619372361703898817,339.0,4,0.6,0.4,0.0,59,28143.7,541.225,1185.81236,2.0,1,2,
A969502121448299790,-44.0,3,0.5,0.5,1.0,30,4528.5,113.2125,114.254215,4.0,5,2,
A915182332378221852,-92.0,5,0.33333333,0.66666666,0.0,32,24734.7,121.248529,147.439201,5.0,1,2,
A155616673162583689,-69.0,1,1.0,0.0,0.0,49,5326.0,2663.0,3712.3106,5.0,1,2,
A500626203739815554,258.0,6,0.14285714,0.85714285,1.0,60,38814.65,524.522297,1547.19904,3.0,4,2,
A272187620701027568,-52.0,2,0.33333333,0.66666666,1.0,26,3520.9,502.985714,1009.43979,1.0,3,2,
A146985418921745269,12.0,1,1.0,0.0,1.0,27,260.0,86.6666666,45.6325906,1.0,4,2,
A621123143322270226,113.0,2,0.66666666,0.33333333,0.0,63,17389.95,469.998648,1258.5952,1.0,5,2,
A765686639059155678,814.0,2,0.5,0.5,0.0,36,18004.99,193.602043,450.201321,3.0,5,2,
A433695356334022541,-35.0,1,1.0,0.0,1.0,51,856.0,214.0,57.4456264,3.0,2,2,
A592774674559338474,157.0,2,1.0,0.0,0.0,34,47076.09,517.31967,1177.51745,5.0,3,2,
A515011569841522995,-80.0,6,0.42857142,0.57142857,0.0,65,34360.24,296.208965,635.408823,5.0,1,2,
A208717360023833035,-118.0,5,0.6,0.4,0.0,44,43152.1,1052.49024,2072.89576,2.0,2,2,
A404331075301567269,52.0,2,1.0,0.0,1.0,55,633.0,316.5,53.0330085,1.0,5,2,
A354558847790993505,258.0,3,0.33333333,0.66666666,1.0,48,5039.3,629.9125,1348.47633,2.0,4,2,
A283739241205250151,152.0,2,0.5,0.5,1.0,51,11646.5,831.892857,1748.04306,3.0,3,2,
A783446987760223862,192.0,1,1.0,0.0,0.0,52,135.6,33.9,24.1360035,3.0,1,2,
A855757619773221845,-157.0,2,0.66666666,0.33333333,1.0,58,11593.45,161.020138,310.243721,2.0,5,2,
A448708564730749508,-223.0,2,1.0,0.0,0.0,43,12970.88,59.2277625,37.314383,1.0,4,2,
A258221203943899761,-71.0,2,1.0,0.0,1.0,36,4903.9,490.39,944.390178,1.0,2,2,
A529046452239742815,489.0,4,0.16666666,0.83333333,0.0,57,26943.31,390.482753,835.870133,4.0,2,2,
A497440954893157875,25.0,1,1.0,0.0,0.0,42,135.88,67.94,6.98621499,3.0,4,2,
A884525230834665610,-123.0,2,1.0,0.0,0.0,48,508.98,254.49,345.789358,2.0,2,2,
A810942220660558617,59.0,1,1.0,0.0,1.0,31,1715.8,214.475,147.925191,5.0,1,2,
A785846100389105247,109.0,2,0.33333333,0.66666666,0.0,58,356.79,71.358,45.5756082,1.0,2,2,
A616988836683840836,708.0,3,0.66666666,0.33333333,0.0,41,695.69,86.96125,46.0903647,4.0,5,2,
A933899861460313337,143.0,1,1.0,0.0,0.0,26,530.7,106.14,4.78518547,3.0,3,2,
A998656944751214422,-146.0,1,1.0,0.0,0.0,40,7011.98,155.821777,130.154342,1.0,1,2,
A169086246784825994,616.0,2,0.33333333,0.66666666,1.0,63,14962.03,383.641794,892.433285,3.0,1,2,
A412819262745460298,-156.0,2,0.5,0.5,0.0,25,26189.05,311.774404,678.533676,5.0,1,2,
A988621285182326922,-137.0,2,1.0,0.0,0.0,65,1767.0,883.5,6.36396103,1.0,3,2,
A187368250496309075,619.0,4,0.75,0.25,1.0,38,22657.17,1078.91285,2166.64422,3.0,2,2,
A376909289331828235,347.0,4,0.75,0.25,1.0,65,24847.0,1380.38888,1680.94424,3.0,1,2,
A346865004654554779,384.0,2,0.33333333,0.66666666,0.0,25,37839.53,420.439222,964.748314,2.0,3,2,
A917924513725703648,90.0,2,1.0,0.0,1.0,31,5206.5,236.65909,211.697076,3.0,4,2,
A566211264146866816,330.0,5,0.42857142,0.57142857,0.0,29,3176.26,127.0504,128.297376,5.0,2,2,
A798938993508069963,401.0,2,0.5,0.5,0.0,56,624.0,124.8,61.7111416,5.0,3,2,
A869670703700952619,337.0,2,0.5,0.5,1.0,31,3698.0,1849.0,70.7106781,5.0,3,2,
A755609328780976050,439.0,1,1.0,0.0,0.0,39,1883.62,72.446923,62.2410225,5.0,2,2,
A626711230591264098,38.0,2,0.5,0.5,0.0,52,6527.0,1305.4,2785.45612,2.0,4,2,
A666764139358570411,166.0,1,1.0,0.0,0.0,59,198.0,99.0,0.0,1.0,2,2,
A465715866997088313,60.0,2,0.33333333,0.66666666,1.0,29,7435.0,1487.0,1737.08664,4.0,2,2,
A161363196148036992,259.0,2,1.0,0.0,0.0,52,14530.0,2421.66666,2676.43917,2.0,2,2,
A167123634517420601,321.0,2,1.0,0.0,0.0,32,11347.82,192.335932,930.28181,5.0,1,2,
A491626626226811704,288.0,4,1.0,0.0,0.0,46,7378.53,110.127313,208.515491,5.0,4,2,
A300989474849140955,-21.0,1,1.0,0.0,0.0,31,196.0,98.0,98.9949493,3.0,2,2,
A802581365059087771,328.0,4,0.5,0.5,0.0,44,4448.09,96.6976087,116.7108,5.0,3,2,
A524444684230721881,57.0,1,1.0,0.0,1.0,57,73.95,36.975,10.9247997,3.0,5,2,
A380454440558594491,-183.0,2,1.0,0.0,0.0,54,1769.0,252.714285,183.34277,2.0,2,2,
A389162721979762691,-95.0,2,1.0,0.0,1.0,41,1303.8,81.4875,49.0788735,4.0,3,2,
A767070985727622711,115.0,2,1.0,0.0,1.0,46,2268.23,141.764375,106.866307,1.0,3,2,
A654253723703500010,-83.0,3,1.0,0.0,0.0,33,104.0,34.6666666,27.1354626,1.0,2,2,
A194279316733659791,-59.0,3,0.75,0.25,1.0,58,56500.57,271.637355,601.073496,5.0,4,2,
A632217636599097054,691.0,2,0.5,0.5,1.0,56,6909.5,191.930555,251.513508,5.0,1,2,
A359774367336412192,-90.0,2,0.5,0.5,0.0,48,15331.7,806.931578,1260.76989,4.0,1,2,
A299777214055628740,110.0,2,1.0,0.0,0.0,25,16696.3,505.948484,1214.28012,2.0,3,2,
A585668998202626301,167.0,2,1.0,0.0,1.0,27,778.6,389.3,437.98194,1.0,1,2,
A294096499743994638,431.0,3,0.66666666,0.33333333,1.0,31,46052.31,236.165692,468.019254,1.0,1,2,
A953287340033288182,613.0,6,0.5,0.5,1.0,60,50437.95,246.03878,477.03533,3.0,5,2,
A206400060792892076,-90.0,3,0.66666666,0.33333333,0.0,53,8977.03,195.152826,469.762995,1.0,2,2,
A197038825779806562,27.0,1,1.0,0.0,0.0,35,1997.0,399.4,222.71237,4.0,3,2,
A840956786501095454,287.0,3,0.66666666,0.33333333,0.0,53,22088.9,1380.55625,1953.87559,2.0,2,2,
A215155733226526120,236.0,3,0.66666666,0.33333333,1.0,39,12903.9,2150.65,2239.93225,4.0,1,2,
A497722226541748887,-109.0,2,1.0,0.0,1.0,56,2246.98,561.745,959.620136,3.0,3,2,
A178030334508177689,-440.0,11,0.17647058,0.82352941,0.0,65,69949.23,119.367286,296.998249,1.0,3,2,
A438728392623446189,213.0,2,0.5,0.5,1.0,56,5387.68,336.73,1073.23051,3.0,1,2,
A790728554651994498,-100.0,2,1.0,0.0,1.0,46,1081.1,90.0916666,55.230187,3.0,4,2,
A842679398633415679,271.0,4,0.5,0.5,0.0,45,3002.4,375.3,691.758223,3.0,1,2,
A285432039473756515,-119.0,3,0.66666666,0.33333333,0.0,45,35050.1,1130.64838,2025.53564,4.0,1,2,
A600469979626627694,209.0,1,1.0,0.0,1.0,59,3915.0,206.052631,127.925965,1.0,4,2,
A449913448827170666,1037.0,7,0.18181818,0.81818181,1.0,36,130975.77,664.851624,1213.21895,4.0,1,2,
A756122458427884219,-203.0,3,0.33333333,0.66666666,1.0,57,3198.8,266.566666,219.834381,2.0,1,2,
A569855021325743433,624.0,3,0.5,0.5,0.0,65,22877.71,190.647583,268.040068,3.0,1,2,
A549342017250752266,157.0,1,0.5,0.5,1.0,54,298.0,149.0,70.7106781,4.0,1,2,
A292257777861555333,-116.0,2,0.5,0.5,0.0,35,7991.0,570.785714,366.88715,4.0,3,2,
A842270127104517947,54.0,2,1.0,0.0,1.0,59,22020.0,7340.0,4631.50385,5.0,1,2,
A386517890484181774,-206.0,5,0.4,0.6,1.0,31,13359.8,1484.42222,2363.24814,4.0,1,2,
A743036537118665875,743.0,7,0.09090909,0.9090909,1.0,57,22893.3,635.925,741.808151,5.0,1,2,
A242629890012142254,93.0,2,0.33333333,0.66666666,1.0,35,3865.0,351.363636,816.949113,4.0,5,2,
A685314412504821538,246.0,2,1.0,0.0,1.0,56,16720.0,760.0,1263.10935,1.0,1,2,
A786609700236681482,-28.0,1,1.0,0.0,0.0,63,2340.3,83.5821428,51.8484262,1.0,1,2,
A749260895826844104,-14.0,1,1.0,0.0,0.0,43,618.2,103.033333,69.2938573,4.0,4,2,
A554082304520846468,130.0,1,1.0,0.0,1.0,29,61.9,30.95,11.3844191,4.0,1,2,
A260124531379557222,212.0,2,0.33333333,0.66666666,1.0,65,19750.58,372.652452,549.099112,5.0,4,2,
A547641965801586536,10.0,2,0.66666666,0.33333333,0.0,49,3125.0,781.25,1037.46176,3.0,5,2,
A618683990531114717,54.0,1,1.0,0.0,1.0,43,15084.0,3016.8,2244.03302,1.0,4,2,
A815578859928848506,295.0,1,1.0,0.0,0.0,26,6653.99,1330.798,1378.24194,2.0,4,2,
A333729660632581074,309.0,4,0.75,0.25,1.0,61,38294.0,2252.58823,1997.99612,4.0,2,2,
A291485956311440349,223.0,2,1.0,0.0,1.0,28,46.48,23.24,18.7524718,5.0,2,2,
A750428226161140499,-124.0,4,1.0,0.0,0.0,37,4020.85,93.5081395,62.8601896,3.0,1,2,
A533798654585378914,82.0,1,1.0,0.0,0.0,27,211.0,70.3333333,13.2790561,4.0,1,2,
A318036189100067634,308.0,2,0.5,0.5,1.0,40,15664.6,460.723529,939.982388,2.0,4,2,
A110722375420917250,1010.0,4,0.5,0.5,0.0,41,65222.04,211.074563,678.691508,1.0,4,2,
A342839490524863973,585.0,5,0.4,0.6,0.0,48,39453.65,1095.93472,1982.90516,5.0,4,2,
A463331600391643447,-116.0,3,0.66666666,0.33333333,1.0,51,17763.08,92.0366839,276.164461,5.0,2,2,
A502898093470380343,753.0,6,0.33333333,0.66666666,0.0,64,66895.49,271.932886,688.830738,1.0,3,2,
A238219594589287563,525.0,5,0.33333333,0.66666666,1.0,53,2895.7,579.14,748.059545,2.0,5,2,
A351031527922288101,138.0,3,0.75,0.25,1.0,42,4071.65,452.405555,670.140891,5.0,4,2,
A774334414189163608,6.0,2,0.0,1.0,0.0,63,8830.9,802.80909,1498.71555,3.0,4,2,
A985169174009831486,-200.0,1,1.0,0.0,1.0,48,1457.0,208.142857,120.042254,2.0,5,2,
A127828376812339747,-222.0,2,1.0,0.0,0.0,44,28288.14,744.424736,1431.92655,1.0,1,2,
A388827807121207290,18.0,1,1.0,0.0,0.0,57,11220.7,260.946511,840.123734,1.0,1,2,
A789476348818991662,-146.0,3,0.66666666,0.33333333,0.0,54,2593.6,152.564705,95.9013291,4.0,5,2,
A202900707991368104,-278.0,1,1.0,0.0,1.0,61,1655.3,57.0793103,25.558286,2.0,4,2,
A809857528998059647,497.0,5,0.4,0.6,0.0,35,45754.4,1429.825,2493.70624,5.0,1,2,
A783167832641183542,-88.0,1,0.5,0.5,0.0,31,6572.7,469.478571,1218.69783,4.0,2,2,
A769889996383079533,-90.0,2,0.66666666,0.33333333,0.0,54,5283.0,229.695652,297.466489,3.0,2,2,
A710135740234562035,282.0,2,0.75,0.25,0.0,50,32098.3,1146.36785,2095.12848,3.0,2,2,
A209821184549318232,93.0,1,1.0,0.0,1.0,60,3395.5,377.277777,974.476728,2.0,4,2,
A317773530399336586,17.0,1,1.0,0.0,0.0,40,216.0,108.0,0.0,2.0,5,2,
A954193418157066927,-138.0,3,0.66666666,0.33333333,1.0,46,13941.3,410.038235,983.75672,2.0,5,2,
A805313368805261015,59.0,2,1.0,0.0,0.0,60,196.0,98.0,0.0,5.0,3,2,
A852752499734226325,-97.0,5,0.6,0.4,1.0,49,7462.65,108.154347,130.001045,5.0,2,2,
A238007272492416224,339.0,2,0.5,0.5,0.0,54,24318.9,2210.80909,2210.98964,1.0,3,2,
A904517899309854020,30.0,1,1.0,0.0,0.0,61,361.8,60.3,41.1190953,4.0,5,2,
A673085204908462027,13.0,2,1.0,0.0,1.0,42,546.0,182.0,38.4317577,3.0,3,2,
A224221178769799545,154.0,2,0.75,0.25,1.0,60,8115.7,811.57,1021.54911,1.0,3,2,
A595965491339369715,44.0,2,1.0,0.0,0.0,42,1313.1,145.9,108.74331,1.0,4,2,
A811986473067240098,223.0,2,0.5,0.5,0.0,65,5764.39,339.081764,502.852618,4.0,1,2,
A345757151277317134,105.0,1,1.0,0.0,0.0,58,193.0,64.3333333,102.768347,3.0,1,2,
A167548760717646609,-55.0,5,0.6,0.4,1.0,61,19289.62,118.341227,227.714301,2.0,3,2,
A525408822007747395,267.0,4,0.75,0.25,0.0,64,5245.0,1311.25,1839.10854,4.0,1,2,
A349373945447568801,-117.0,6,0.55555555,0.44444444,0.0,27,35701.42,305.140341,783.184885,2.0,1,2,
A173095429726078663,285.0,1,1.0,0.0,0.0,26,14013.14,137.383725,296.858888,5.0,2,2,
A365617151253629513,342.0,2,0.5,0.5,1.0,41,2082.0,520.5,977.688941,3.0,4,2,
A157940468434145165,-218.0,1,1.0,0.0,1.0,63,507.0,253.5,119.501046,4.0,2,2,
A485818933335035369,-32.0,1,1.0,0.0,1.0,51,88.9,29.6333333,2.510644,4.0,4,2,
A943770087190157523,82.0,1,0.0,1.0,1.0,28,40.4,13.4666666,4.41852162,2.0,3,2,
A673274421181482034,752.0,1,1.0,0.0,0.0,34,875.2,125.028571,50.640554,5.0,3,2,
A666144252445560878,203.0,1,1.0,0.0,1.0,40,129.9,32.475,13.763569,2.0,5,2,
A440154202505391009,-4.0,1,1.0,0.0,0.0,49,3856.0,1285.33333,1243.96958,1.0,5,2,
A140681014815080439,113.0,4,0.75,0.25,1.0,36,3673.0,262.357142,444.427686,3.0,1,2,
A546334978467137707,-155.0,6,0.28571428,0.71428571,0.0,33,41627.74,341.210983,851.882716,4.0,1,2,
A809691434011295206,-120.0,3,0.66666666,0.33333333,0.0,49,998.8,166.466666,107.985307,4.0,5,2,
A841952893482696140,125.0,2,0.5,0.5,1.0,38,899.26,99.9177777,59.8872678,1.0,5,2,
A334857833382395895,680.0,3,0.66666666,0.33333333,1.0,65,26470.74,1323.537,1986.7212,3.0,3,2,
A986613521016021033,-404.0,2,1.0,0.0,0.0,29,507.8,169.266666,134.209587,4.0,5,2,
A368113698542909230,-139.0,5,0.4,0.6,0.0,40,3915.62,355.965454,730.789388,3.0,5,2,
A911771337215082282,594.0,4,0.42857142,0.57142857,0.0,25,20942.05,183.702193,539.287804,3.0,2,2,
A826964034993659413,177.0,1,1.0,0.0,1.0,25,230.4,57.6,26.4035351,5.0,5,2,
A603732433928823596,-111.0,7,0.28571428,0.71428571,1.0,51,70508.35,286.619308,836.954049,5.0,4,2,
A960600489218056629,114.0,3,0.66666666,0.33333333,0.0,37,404.68,67.4466666,38.4767808,5.0,4,2,
A820541064522905563,629.0,6,0.77777777,0.22222222,0.0,47,412549.34,1617.84054,2164.17013,4.0,5,2,
A731178101662400093,-162.0,3,0.6,0.4,0.0,57,238001.64,1144.23865,2030.63325,5.0,3,2,
A235101607828686541,-235.0,3,0.25,0.75,1.0,53,84224.93,719.871196,1785.60725,2.0,5,2,
A773854120628098258,261.0,2,1.0,0.0,0.0,63,257.5,128.75,100.055609,4.0,4,2,
A396361866764096089,166.0,2,1.0,0.0,1.0,57,24062.0,4812.4,1588.2274,3.0,2,2,
A237564007069529696,213.0,2,0.66666666,0.33333333,1.0,59,9673.91,125.635194,337.273866,5.0,1,2,
A473242064650005768,0.0,1,0.5,0.5,1.0,31,784.0,392.0,434.163563,5.0,3,2,
A960402097875070900,-150.0,4,0.75,0.25,1.0,52,31533.39,331.930421,940.547871,1.0,1,2,
A724552023795680508,191.0,2,1.0,0.0,1.0,33,40432.05,825.143877,1950.13538,1.0,2,2,
A896157255463909318,119.0,3,0.33333333,0.66666666,0.0,42,20201.25,721.473214,1416.61757,5.0,5,2,
A906536542930632419,368.0,4,0.42857142,0.57142857,1.0,32,15860.37,126.88296,181.099156,2.0,2,2,
A555323595924584759,513.0,3,0.5,0.5,0.0,38,20049.3,771.126923,1628.28198,3.0,4,2,
A205717751153408661,-246.0,11,0.14285714,0.85714285,1.0,33,54315.94,284.376649,685.237337,3.0,5,2,
A101505446563722008,-61.0,6,0.71428571,0.28571428,0.0,43,27654.28,389.496901,866.251939,4.0,2,2,
A151129701328435425,126.0,1,0.5,0.5,0.0,47,479.0,6.65277777,8.23280918,1.0,3,2,
A951664607465635033,28.0,2,1.0,0.0,1.0,45,2311.0,256.777777,650.013101,3.0,5,2,
A601631430003280105,-101.0,3,0.33333333,0.66666666,1.0,62,4868.0,374.461538,701.325726,5.0,1,2,
A541570256546569982,-73.0,2,0.5,0.5,1.0,36,3395.0,848.75,574.891511,4.0,2,2,
A253602655612158527,-49.0,2,0.5,0.5,1.0,61,800.0,61.5384615,38.8859773,4.0,1,2,
A725763622751929312,-357.0,3,0.66666666,0.33333333,0.0,39,33446.95,253.385984,425.549118,2.0,5,2,
A802408812944016585,-332.0,2,0.5,0.5,1.0,61,4927.9,1642.63333,2734.03796,3.0,4,2,
A353670337408286797,674.0,3,0.33333333,0.66666666,0.0,37,12874.3,390.130303,1150.84594,5.0,1,2,
A196410810235402893,491.0,3,0.25,0.75,1.0,29,17142.3,398.658139,833.913671,3.0,3,2,
A541325947311928291,140.0,2,1.0,0.0,0.0,44,328.9,82.225,61.8801193,5.0,4,2,
A746019196324505435,3.0,1,1.0,0.0,1.0,52,4848.9,692.7,1056.71612,3.0,4,2,
A416325819217641118,-215.0,2,1.0,0.0,1.0,54,6315.0,287.045454,389.976381,1.0,3,2,
A330999218244073281,-93.0,2,0.5,0.5,1.0,50,8253.0,95.9651162,91.7138462,1.0,5,2,
A401184850125814806,263.0,1,1.0,0.0,0.0,61,3836.0,548.0,429.884868,4.0,2,2,
A545728108562018358,-140.0,1,0.5,0.5,0.0,61,547.0,273.5,176.069588,5.0,2,2,
A885922266864252823,-183.0,1,1.0,0.0,0.0,31,4908.9,981.78,2127.81051,3.0,1,2,
A131538872899382131,178.0,3,0.66666666,0.33333333,0.0,62,5109.6,131.015384,88.4426264,4.0,5,2,
A411735191567058890,214.0,1,1.0,0.0,1.0,62,28201.0,7050.25,9118.54781,1.0,4,2,
A866380093280654866,39.0,1,1.0,0.0,1.0,55,1576.0,262.666666,200.622697,1.0,1,2,
A712741776158327098,266.0,4,0.5,0.5,1.0,43,7547.0,251.566666,451.540086,5.0,5,2,
A474832944941966070,543.0,3,1.0,0.0,1.0,31,77476.73,338.326331,844.638192,5.0,2,2,
